,context_annotations,created_at,edit_history_tweet_ids,id,text
31,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '856976742166048769', 'name': 'Documentary films', 'description': 'Documentary'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '856976742166048769', 'name': 'Documentary films', 'description': 'Documentary'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072936713134071808', 'name': 'Movies', 'description': 'Movies'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}]",2022-09-03 22:09:51+00:00,['1566186738136977408'],1566186738136977408,RT @AndreaMandell: Here’s a peek at what I experienced last night watching Robert Downey Jr’s moving documentary #SR at the #TellurideFilmF…
32,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-09-03 22:09:09+00:00,['1566186563876167681'],1566186563876167681,RT @joshuahorowitz: Most of these #Telluride films are leaving me an emotional wreck and SR. may have outdone them all. Loved loved loved t…
33,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-08-27 16:06:41+00:00,['1563558628476403713'],1563558628476403713,"Today marks 17 years of unadulterated marital bliss..
Susan, you are my bedrock, touchstone and lucky stars to boot. https://t.co/njg1GL13Tk"
34,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1412579054855671809', 'name': 'Google Innovation'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291344241956855808', 'name': 'Massachusetts Institute of Technology'}}, {'domain': {'id': '157', 'name': 'Colleges & Universities', 'description': 'Colleges & universities around the world'}, 'entity': {'id': '1291344241956855808', 'name': 'Massachusetts Institute of Technology'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-08-19 16:59:45+00:00,['1560672880534646785'],1560672880534646785,"It’s #FutureTechFriday, folks! I recently had the honor of joining the Exec Advisory Board for the K. Lisa Yang Bionics Center @MIT. @DrHughHerr and his team are on a noble quest to change humanity through augmentation and ground-breaking tech. Watch HERE: https://t.co/5mG97m36xU https://t.co/1yYEF3T887"
35,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '855431757247545346', 'name': 'Boston', 'description': 'Boston'}}]",2022-08-18 16:50:07+00:00,['1560308069908811778'],1560308069908811778,"Adventures in Bionics? Tune in
tomorrow to see highlights from my recent trip to Boston. https://t.co/OaHAt1MI7k"
36,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1486458201117642754', 'name': 'Inflation'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1068583660914266113', 'name': 'Government institutions', 'description': 'Political Body'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1239963613978226688', 'name': 'Economic Issues in the United States'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265415402915393537', 'name': 'Climate change'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1362135345043673092', 'name': 'Electric vehicles'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1518689897296453633', 'name': 'United States political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1559626214846869504', 'name': 'Inflation in the United States'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528576551337984', 'name': 'Hybrid and electric vehicles', 'description': 'Hybrid and electric vehicles'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-08-17 00:13:16+00:00,['1559694814899208196'],1559694814899208196,"How do we build a better future? By giving people the opportunity to create it. Taken together Congress just reshaped the American economy by giving $440 billion to make American industry more resilient, reliable, and sustainable. Tomorrowland here we come. https://t.co/fonuaT2PBM"
37,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-08-12 17:42:17+00:00,['1558146869745762305'],1558146869745762305,It’s the inaugural #FutureTechFriday &amp; our partners @red6ar are pushing the boundaries of aviation training. Check out my interview with Daniel Robinson | @Red6CEO  (CEO/Founder) to see how Red 6 is changing the game for defense training HERE: https://t.co/f3YTIPcIBV https://t.co/dHoxb3tQAm
38,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-08-10 16:22:04+00:00,['1557401909132029952'],1557401909132029952,Every 1M spent on bike lanes creates 18 more jobs than the same amount for regular auto centric roads…lets “self-propel” our planets future….#bikelanesrock https://t.co/HmW96JbE5J
39,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-08-10 16:19:48+00:00,['1557401335422586880'],1557401335422586880,"RT @fp_coalition: Touring MITs architecture, lit and fig...inspired by Hugh Herr's Center For Bionics, the majesty of Beantown has the whol…"
40,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-28 16:51:24+00:00,['1552698247616925696'],1552698247616925696,RT @fp_coalition: .@ZeroAcreFarms is the tastiest way to fight deforestation. They rely on fermentation not deforestation to make its delec…
41,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '954452560454103040', 'name': 'Cillian Murphy', 'description': 'Cillian Murphy'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '954452560454103040', 'name': 'Cillian Murphy', 'description': 'Cillian Murphy'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1552411290848481280', 'name': 'Oppenheimer', 'description': 'Physicist J Robert Oppenheimer works with a team of scientists during the Manhattan Project, leading to the development of the atomic bomb.'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '954452560454103040', 'name': 'Cillian Murphy', 'description': 'Cillian Murphy'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-28 16:34:37+00:00,['1552694024271630336'],1552694024271630336,RT @OppenheimerFilm: Cillian Murphy is J. Robert Oppenheimer. Watch the Announcement. #Oppenheimer https://t.co/JvA4J59bR0 https://t.co/c90…
42,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-28 16:34:10+00:00,['1552693911419645953'],1552693911419645953,"It’s an honor and a privilege to be an Executive Advisory Board member, and I’m excited to make y’all part of this heroic journey to a brighter future."
43,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-28 16:34:10+00:00,['1552693908924092416'],1552693908924092416,"Optogenetics!

Biomechatronics!

Osseointegration!

Magnetomicrometry!

Tony Stark went to MIT , and thanks to Hugh Herr and the K. Lisa Yang Center For Bionics, I'm witnessing the REAL WORLD TECHNOLOGY MIRACLES that will affect countless lives in previously unimaginable ways. https://t.co/rGOipDikiM"
44,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-21 17:05:56+00:00,['1550165187608555522'],1550165187608555522,RT @OppenheimerFilm: #Oppenheimer - Only in theaters 7 21 23 https://t.co/olB1RLnNZl
45,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037456605', 'name': 'Discovery Channel'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1383094087197204480', 'name': 'Discovery Plus'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1196447585004736512', 'name': 'Entertainment industry'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1383094087197204480', 'name': 'Discovery Plus'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1397573214239289349', 'name': 'TV streaming services'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-14 17:10:31+00:00,['1547629628210130944'],1547629628210130944,"We're always creating strong bonds with our animals, old and new. Tell us about yours, and watch #TheBond now on @discoveryplus : https://t.co/zyaJFcrSUT https://t.co/j30ZkmRBuM"
46,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037456605', 'name': 'Discovery Channel'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10037456605', 'name': 'Discovery Channel'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-07 18:41:38+00:00,['1545115844245458944'],1545115844245458944,"RT @Discovery: A bond between humans and animals captured like you’ve never seen before...

From executive producers @RobertDowneyJr and Su…"
47,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-07-06 16:32:12+00:00,['1544720883712856065'],1544720883712856065,RT @fp_coalition: We need new ways to power the world. That's why @RobertDowneyJr and the FootPrint Coalition are working with the @SecGran…
48,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-06-24 23:20:20+00:00,['1540474938535989248'],1540474938535989248,Headspace - by INDIO INK: https://t.co/3RZfqdrKRH https://t.co/01MZUbPWKe
49,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-06-24 16:09:02+00:00,['1540366398903357442'],1540366398903357442,It’s finally out! Headspace by Indio Ink Band - Tell me what you think - Download it NOW!!! https://t.co/3RZfqdrKRH https://t.co/HaJp4a7tj9
50,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1303715075421646849', 'name': 'Actors'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '809107210773020673', 'name': 'Robert Downey Jr', 'description': 'Robert Downey Jr'}}]",2022-06-05 19:38:49+00:00,['1533533821743734784'],1533533821743734784,https://t.co/EexdwGJ7KF
